Semester,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Total_Visits,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Fall,FEMALE,15,2.5,106,-0.306,Sun,Introductory,2021,0,17,1,0,0,1,0,1
Fall,MALE,16,2.2,83,-0.41,Sun,Graduate,2021,0,3,1,1,0,1,0,1
Fall,MALE,12,3,153,-0.376,Sun,Advanced,2018,0,9,0,0,0,1,0,1
Fall,MALE,18,1.272,87,-1.024,Sun,Graduate,2021,0,3,1,1,0,1,0,1
Fall,FEMALE,20,2.714,74,0.429,Sun,Graduate,2021,0,2,1,1,0,1,0,1
Fall,MALE,20,2.333,86,-0.602,Sun,Graduate,2021,0,7,1,1,0,1,0,1
Fall,FEMALE,15,2.4,130,-0.433,Sun,Introductory,2019,0,6,1,1,0,1,0,1
Fall,FEMALE,15,2.5,106,-0.306,Sun,Introductory,2021,0,17,1,0,0,1,0,1
Fall,MALE,16,3.625,137,0.068,Sun,Advanced,2018,0,19,0,0,0,1,0,1
Fall,FEMALE,12,1.75,132,-0.763,Sun,Graduate,2020,0,10,1,1,0,1,0,1
Fall,FEMALE,17,3.642,122,0.082,Sun,Introductory,2020,0,21,1,1,0,1,0,1
Fall,MALE,16,2,124,-0.212,Sun,Introductory,2020,0,5,1,1,0,1,0,1
Fall,MALE,12,3,147,0.907,Sun,Introductory,2018,0,15,0,1,0,1,0,1
Fall,MALE,14,1.6,107,-1.162,Sun,Introductory,2021,0,46,1,0,0,1,0,1
Fall,FEMALE,20,2.923,118,-0.472,Sun,Graduate,2020,0,1,1,1,0,1,0,1
Fall,FEMALE,16,1.75,122,-1.156,Sun,Graduate,2021,0,1,1,1,0,1,0,1
Fall,FEMALE,14,3.636,115,-0.054,Sun,Introductory,2021,0,43,1,1,0,1,0,1
Fall,FEMALE,15,2.5,106,-0.306,Sun,Introductory,2021,0,17,1,0,0,1,0,1
Fall,FEMALE,16,4,123,0.134,Sun,Intermediate,2018,0,30,0,0,0,1,0,1
Fall,MALE,12,3.23,125,0.317,Mon,Intermediate,2019,0,8,1,0,0,1,0,0
Fall,MALE,17,3.47,128,0.695,Mon,Intermediate,2018,0,7,0,0,0,1,0,0
Fall,MALE,16,3.5,156,0.347,Mon,Introductory,2020,0,63,1,1,0,1,0,0
Fall,MALE,19,3.454,125,-0.029,Mon,Introductory,2020,0,5,1,1,0,1,0,0
Fall,FEMALE,15,3,48,0.28,Mon,Introductory,2018,1,5,1,1,0,1,0,0
Fall,FEMALE,16,2.666,45,-0.048,Mon,Graduate,2018,1,3,1,1,0,1,0,0
Fall,FEMALE,23,3.117,111,0.127,Mon,Introductory,2021,0,23,1,0,0,1,0,0
Fall,FEMALE,14,2.5,130,0.214,Mon,Introductory,2020,0,11,1,1,0,1,0,0
Fall,MALE,18,3.166,133,0.072,Mon,Intermediate,2018,0,26,0,1,0,1,0,0
Fall,MALE,18,2.5,106,-0.02,Mon,Graduate,2021,0,1,1,1,0,1,0,0
Fall,FEMALE,16,3.625,131,0.744,Mon,Graduate,2021,0,3,1,1,0,1,0,0
Fall,FEMALE,17,3.352,132,-0.092,Mon,Advanced,2020,0,19,1,0,0,1,0,0
Fall,FEMALE,17,3.764,133,-0.086,Mon,Introductory,2020,0,58,1,0,0,1,0,0
Fall,FEMALE,19,4,113,0,Mon,Introductory,2021,0,71,1,0,0,1,0,0
Fall,MALE,16,3.625,124,0.304,Mon,Introductory,2020,0,87,1,0,0,1,0,0
Fall,MALE,19,2.875,128,0.003,Mon,Intermediate,2020,0,3,1,0,0,1,0,0
Fall,MALE,17,2.058,148,-0.014,Mon,Introductory,2019,0,13,1,1,0,1,0,0
Fall,MALE,12,2.615,108,-0.062,Mon,Intermediate,2021,0,57,1,0,0,1,0,0
Fall,MALE,17,2.928,153.99,0.091,Mon,Intermediate,2019,0,9,1,0,0,1,0,0
Fall,FEMALE,17,3.588,133,-0.124,Mon,Introductory,2018,0,59,0,1,0,1,0,0
Fall,FEMALE,23,1,73,-1.9,Mon,Introductory,2021,0,2,1,1,0,1,0,0
Fall,FEMALE,14,1.888,129,-0.478,Mon,Introductory,2019,0,7,1,1,0,1,1,0
Fall,MALE,20,3,130,0.169,Mon,Introductory,2021,0,14,1,1,0,1,1,0
Fall,FEMALE,17,3.142,128,0.227,Mon,Intermediate,2018,0,5,0,0,0,1,1,0
Fall,FEMALE,19,3.812,126,0.209,Mon,Intermediate,2020,0,11,1,0,0,1,1,0
Fall,FEMALE,19,3.055,96,-0.019,Mon,Intermediate,2021,0,1,1,0,0,1,1,0
Fall,FEMALE,18,3.5,132,-0.078,Mon,Intermediate,2020,0,9,1,1,0,1,1,0
Fall,MALE,21,4,132,4,Mon,Introductory,2020,0,28,1,1,0,1,1,0
Fall,FEMALE,15,3,48,0.28,Mon,Introductory,2018,1,5,1,1,0,1,1,0
Fall,FEMALE,25,4,149,0.356,Mon,Graduate,2020,0,4,1,1,0,1,1,0
Fall,MALE,16,3,125,-0.337,Mon,Intermediate,2018,0,11,0,0,0,1,1,0
Fall,FEMALE,19,3.812,137,-0.188,Mon,Intermediate,2021,0,1,1,0,0,1,1,0
Fall,FEMALE,19,3.437,133,0.064,Mon,Intermediate,2020,0,7,1,0,0,1,1,0
Fall,FEMALE,22,3.4,138,0.369,Mon,Intermediate,2020,0,18,1,0,0,1,1,0
Fall,MALE,15,3.75,126,0,Mon,Intermediate,2021,0,10,1,0,0,1,1,0
Fall,MALE,17,3.47,123,-0.012,Mon,Advanced,2018,0,7,0,0,0,1,1,0
Fall,FEMALE,18,2.529,119,0.162,Mon,Introductory,2021,0,12,1,0,0,1,1,0
Fall,MALE,16,2.062,120,-0.668,Mon,Intermediate,2021,0,1,1,0,0,1,1,0
Fall,MALE,12,2,134,-0.701,Mon,Intermediate,2020,0,30,1,0,0,1,1,0
Fall,MALE,18,3.6,122,0.222,Mon,Intermediate,2020,0,10,1,0,0,1,1,0
Fall,MALE,16,3.062,132,-0.491,Mon,Intermediate,2020,0,3,1,0,0,1,1,0
Fall,MALE,15,3.333,110,-0.229,Mon,Introductory,2021,0,39,1,1,0,1,1,0
Fall,FEMALE,16,2.875,125,0.222,Mon,Intermediate,2020,0,36,1,0,0,1,1,0
Fall,FEMALE,15,3,48,0.28,Mon,Introductory,2018,1,5,1,1,0,1,1,0
Fall,MALE,13,2.8,131,-0.136,Mon,Intermediate,2020,0,2,1,0,0,1,1,0
Fall,MALE,13,2.1,93,-0.364,Mon,Intermediate,2020,0,15,1,0,0,1,1,0
Fall,FEMALE,14,2.5,130,0.214,Mon,Introductory,2020,0,11,1,1,0,1,1,0
Fall,FEMALE,17,3.357,105,0.401,Mon,Introductory,2021,0,8,1,0,0,1,1,0
Fall,FEMALE,15,3,48,0.28,Mon,Introductory,2018,1,5,1,1,0,1,1,0
Fall,MALE,14,3,134,0.67,Mon,Introductory,2020,0,22,1,1,0,1,1,0
Fall,FEMALE,18,3.4,33,0.4,Mon,Introductory,2018,1,5,1,1,0,1,1,0
Fall,FEMALE,18,2.833,122,0.261,Mon,Introductory,2019,0,6,1,1,0,1,1,0
Fall,FEMALE,14,3.636,115,-0.054,Mon,Introductory,2021,0,43,1,1,0,1,1,0
Fall,FEMALE,15,3.6,122,0.627,Mon,Intermediate,2019,0,6,1,0,0,1,1,0
Fall,MALE,16,3.062,122,-0.209,Mon,Intermediate,2020,0,12,1,0,0,1,1,0
Fall,MALE,16,3.625,40,0.013,Mon,Introductory,2018,1,34,1,0,0,1,1,0
Fall,FEMALE,15,3,155,0.051,Mon,Introductory,2020,0,23,1,0,0,1,1,0
Fall,FEMALE,17,3.176,136,0.233,Mon,Introductory,2019,0,14,1,0,0,1,1,0
Fall,MALE,13,3,123,-0.067,Mon,Advanced,2019,0,21,1,0,0,1,1,0
Fall,MALE,17,3.823,126,-0.063,Mon,Advanced,2019,0,20,1,0,0,1,1,0
Fall,MALE,14,3.363,126,-0.201,Mon,Advanced,2018,0,15,0,0,0,1,1,0
Fall,FEMALE,16,4,157,0,Mon,Advanced,2019,0,43,1,0,0,1,1,0
Fall,MALE,17,3.823,128,0.132,Mon,Advanced,2018,0,35,0,0,0,1,1,0
Fall,FEMALE,12,3.5,133,0.509,Mon,Intermediate,2019,0,5,1,0,0,1,1,0
Fall,FEMALE,15,2.666,160,-0.369,Mon,Advanced,2020,0,25,1,0,0,1,1,0
Fall,FEMALE,18,3.8,199,-0.125,Mon,Advanced,2018,0,20,0,0,0,1,1,0
Fall,FEMALE,12,3.5,139,0.015,Mon,Advanced,2018,0,5,0,0,0,1,1,0
Fall,MALE,10,3.857,124,0.367,Mon,Advanced,2018,0,13,0,0,0,1,1,0
Fall,MALE,18,1.272,87,-1.024,Mon,Graduate,2021,0,3,1,1,0,1,1,0
Fall,FEMALE,13,2.846,29,-0.346,Mon,Graduate,2018,1,4,1,1,0,1,1,0
Fall,FEMALE,16,2.5,77,0.293,Mon,Graduate,2021,0,3,1,1,0,1,1,0
Fall,FEMALE,15,3.5,125,0.5,Mon,Introductory,2020,0,8,1,1,0,1,1,0
Fall,MALE,16,3.5,156,0.347,Mon,Introductory,2020,0,63,1,1,0,1,1,0
Fall,MALE,15,3.8,122,0.404,Mon,Intermediate,2020,0,3,1,0,0,1,1,0
Fall,FEMALE,16,3.625,134.5,0.493,Mon,Advanced,2018,0,4,0,0,0,1,1,0
Fall,FEMALE,17,3.187,156,-0.255,Mon,Advanced,2018,0,13,0,0,0,1,1,0
Fall,MALE,17,2.058,148,-0.014,Mon,Introductory,2019,0,13,1,1,0,1,1,0
Fall,FEMALE,17,3.588,133,-0.124,Mon,Advanced,2018,0,59,0,0,0,1,1,0
Fall,MALE,15,3.111,110,0.606,Mon,Introductory,2021,0,53,1,1,0,1,1,0
Fall,FEMALE,16,3.625,122,0.242,Mon,Advanced,2019,0,15,1,0,0,1,1,0
Fall,FEMALE,20,3.235,126,0.015,Mon,Advanced,2018,0,7,0,0,0,1,1,0
Fall,FEMALE,14,3,122,-0.288,Mon,Intermediate,2019,0,1,1,0,0,1,1,0
Fall,MALE,12,2.75,155,0.57,Mon,Introductory,2020,0,38,1,1,0,1,1,0
Fall,MALE,12,2,108,-0.888,Mon,Introductory,2021,0,37,1,1,0,1,1,0
Fall,MALE,13,1.5,78,-0.201,Mon,Graduate,2018,0,36,0,1,0,1,1,0
Fall,MALE,15,3.75,126,0,Mon,Intermediate,2021,0,10,1,0,0,1,1,0
Fall,MALE,14,2.545,127,0.031,Mon,Intermediate,2021,0,2,1,0,0,1,1,0
Fall,MALE,16,3.5,156,0.347,Mon,Introductory,2020,0,63,1,1,0,1,1,0
Fall,MALE,11,2.625,113,0.427,Mon,Introductory,2021,0,6,1,1,0,1,1,0
Fall,MALE,16,3.812,9,-0.188,Mon,Advanced,2021,0,3,1,0,0,1,1,0
Fall,FEMALE,17,3.294,138.5,0.284,Mon,Introductory,2021,0,30,1,0,0,1,1,0
Fall,MALE,16,3.25,132,-0.416,Mon,Intermediate,2020,0,10,1,1,0,1,1,0
Fall,FEMALE,17,3.363,138,0.168,Mon,Graduate,2020,0,10,1,1,0,1,0,1
Fall,MALE,12,2.5,145,-0.884,Mon,Intermediate,2020,0,40,1,1,0,1,0,1
Fall,MALE,12,3,147,0.907,Mon,Introductory,2018,0,15,0,1,0,1,0,1
Fall,MALE,12,3,144,-0.15,Mon,Advanced,2018,0,1,0,0,0,1,0,1
Fall,FEMALE,15,3,48,0.28,Mon,Introductory,2018,1,5,1,1,0,1,0,1
Fall,FEMALE,18,3.5,128,0.153,Mon,Introductory,2020,0,10,1,1,0,1,0,1
Fall,MALE,14,2.571,122,-0.19,Mon,Advanced,2018,0,10,0,0,0,1,0,1
Fall,FEMALE,4,4,191,0,Mon,Advanced,2018,0,9,0,0,0,1,0,1
Fall,FEMALE,18,2.6,175,-0.644,Mon,Advanced,2018,0,8,0,0,0,1,0,1
Fall,FEMALE,11,3,131,-0.505,Mon,Advanced,2018,0,26,0,0,0,1,0,1
Fall,FEMALE,15,4,30,0,Mon,Advanced,2021,0,16,1,0,0,1,0,1
Fall,FEMALE,14,2.571,139,0.041,Mon,Advanced,2018,0,22,0,0,0,1,0,1
Fall,MALE,12,2.75,155,0.57,Mon,Introductory,2020,0,38,1,1,0,1,0,1
Fall,FEMALE,16,4,124,0.463,Mon,Advanced,2020,0,8,1,0,0,1,0,1
Fall,FEMALE,14,4,123,0.197,Mon,Advanced,2020,0,5,1,0,0,1,0,1
Fall,MALE,15,3,123,0.288,Mon,Introductory,2020,0,4,1,1,0,1,0,1
Fall,MALE,15,3,123,0.181,Mon,Introductory,2020,0,3,1,1,0,1,0,1
Fall,FEMALE,17,3.588,133,-0.124,Mon,Introductory,2018,0,59,0,1,0,1,0,1
Fall,FEMALE,14,3.636,115,-0.054,Mon,Introductory,2021,0,43,1,1,0,1,0,1
Fall,FEMALE,12,2.25,55,0.174,Mon,Introductory,2018,1,6,1,1,0,1,0,1
Fall,FEMALE,17,3.812,127,0.143,Mon,Graduate,2021,1,3,1,1,0,1,0,1
Fall,FEMALE,12,4,112,0.223,Mon,Introductory,2021,0,1,1,1,0,1,0,1
Fall,FEMALE,15,2.5,106,-0.306,Mon,Introductory,2021,0,17,1,0,0,1,0,1
Fall,FEMALE,18,4,116,0.51,Mon,Graduate,2021,0,3,1,1,0,1,0,1
Fall,FEMALE,12,2.833,36,0.056,Mon,Graduate,2018,1,1,1,1,0,1,0,1
Fall,MALE,16,3.437,108,0.162,Mon,Introductory,2021,0,5,1,0,0,1,0,1
Fall,MALE,11,2.625,113,0.427,Mon,Introductory,2021,0,6,1,1,0,1,0,1
Fall,MALE,18,3.6,122,0.222,Mon,Intermediate,2020,0,10,1,0,0,1,0,1
Fall,FEMALE,18,3.4,133,0.137,Mon,Introductory,2020,0,8,1,0,0,1,0,1
Fall,FEMALE,14,3.571,49,0.275,Mon,Introductory,2018,1,9,1,0,0,1,0,1
Fall,FEMALE,16,3.437,111,0.114,Mon,Introductory,2021,0,8,1,0,0,1,0,1
Fall,MALE,16,3.5,156,0.347,Tue,Introductory,2020,0,63,1,1,0,1,0,0
Fall,MALE,10,3.857,124,0.367,Tue,Advanced,2018,0,13,0,0,0,1,0,0
Fall,MALE,13,3,123,-0.067,Tue,Advanced,2019,0,21,1,0,0,1,0,0
Fall,MALE,17,3.823,128,0.132,Tue,Advanced,2018,0,35,0,0,0,1,0,0
Fall,MALE,13,2.923,104,-0.708,Tue,Advanced,2018,0,7,0,0,0,1,0,0
Fall,MALE,13,1.923,134,-0.733,Tue,Advanced,2018,0,18,0,0,0,1,0,0
Fall,FEMALE,17,3.25,122,0.124,Tue,Advanced,2018,0,8,0,0,0,1,0,0
Fall,MALE,23,3.47,124,-0.093,Tue,Intermediate,2020,0,16,1,0,0,1,0,0
Fall,FEMALE,17,3.588,133,-0.124,Tue,Advanced,2018,0,59,0,0,0,1,0,0
Fall,FEMALE,16,4,157,0,Tue,Advanced,2019,0,43,1,0,0,1,0,0
Fall,MALE,16,2.312,129,-0.405,Tue,Intermediate,2018,0,6,0,0,0,1,0,0
Fall,FEMALE,19,3.769,111,0.033,Tue,Introductory,2021,0,6,1,0,0,1,0,0
Fall,MALE,12,3,134,0.164,Tue,Intermediate,2019,0,11,1,0,0,1,0,0
Fall,MALE,18,3.6,122,0.222,Tue,Intermediate,2020,0,10,1,0,0,1,0,0
Fall,FEMALE,16,3.625,131,0.744,Tue,Graduate,2021,0,3,1,1,0,1,0,0
Fall,MALE,16,3.538,125,-0.462,Tue,Intermediate,2021,0,20,1,0,0,1,0,0
Fall,MALE,13,2.1,93,-0.364,Tue,Intermediate,2020,0,15,1,0,0,1,1,0
Fall,FEMALE,18,2.833,122,0.261,Tue,Introductory,2019,0,6,1,1,0,1,1,0
Fall,MALE,12,0.5,91,-2.342,Tue,Introductory,2021,0,1,1,1,0,1,1,0
Fall,FEMALE,17,4,133,0.462,Tue,Introductory,2021,0,5,1,0,0,1,1,0
Fall,FEMALE,13,2.769,25,0.179,Tue,Introductory,2018,1,2,0,0,0,1,1,0
Fall,FEMALE,18,4,169,0.224,Tue,Introductory,2020,0,1,1,0,0,1,1,0
Fall,FEMALE,27,3.333,167,-0.133,Tue,Introductory,2020,0,9,1,1,0,1,1,0
Fall,FEMALE,11,3.5,133,0.528,Tue,Intermediate,2019,0,19,1,0,0,1,1,0
Fall,MALE,16,2.875,131,-0.177,Tue,Introductory,2020,0,20,1,0,0,1,1,0
Fall,FEMALE,19,3.25,133,0.371,Tue,Intermediate,2018,0,59,0,0,0,1,1,0
Fall,FEMALE,16,3.538,138,-0.033,Tue,Intermediate,2020,0,14,1,0,0,1,1,0
Fall,FEMALE,20,2.928,144,-0.297,Tue,Intermediate,2018,0,17,0,0,0,1,1,0
Fall,FEMALE,17,3.588,98,0.631,Tue,Introductory,2021,0,10,1,0,0,1,1,0
Fall,FEMALE,16,3.812,130,0.277,Tue,Advanced,2020,0,26,1,0,0,1,1,0
Fall,FEMALE,16,3.812,129,0.138,Tue,Advanced,2020,0,17,1,0,0,1,1,0
Fall,FEMALE,20,3.294,129,-0.047,Tue,Advanced,2020,0,5,1,0,0,1,1,0
Fall,MALE,19,2.875,128,0.003,Tue,Intermediate,2020,0,3,1,0,0,1,1,0
Fall,MALE,17,2.928,153.99,0.091,Tue,Advanced,2019,0,9,1,0,0,1,1,0
Fall,MALE,17,3.142,131,-0.108,Tue,Intermediate,2019,0,34,1,0,0,1,1,0
Fall,MALE,17,2.411,132,-0.589,Tue,Introductory,2021,0,34,1,0,0,1,1,0
Fall,FEMALE,15,2.6,149,-0.451,Tue,Introductory,2020,0,3,1,0,0,1,1,0
Fall,MALE,15,3,123,0.288,Tue,Introductory,2020,0,4,1,1,0,1,1,0
Fall,MALE,6,1.5,43,-0.195,Tue,Intermediate,2018,1,2,0,0,1,1,1,0
Fall,MALE,17,3.437,128,-0.151,Tue,Intermediate,2020,0,44,1,0,0,1,1,0
Fall,MALE,12,2.75,155,0.57,Tue,Introductory,2020,0,38,1,1,0,1,1,0
Fall,FEMALE,21,3,109,-0.216,Tue,Graduate,2021,0,8,1,1,0,1,1,0
Fall,MALE,15,3,123,0.181,Tue,Introductory,2020,0,3,1,1,0,1,1,0
Fall,MALE,13,3.076,129,0.037,Tue,Advanced,2020,0,66,1,0,0,1,1,0
Fall,FEMALE,14,3.636,115,-0.054,Tue,Introductory,2021,0,43,1,1,0,1,1,0
Fall,MALE,15,3,132,0.087,Tue,Intermediate,2020,0,4,1,0,0,1,1,0
Fall,FEMALE,13,2.25,132,0.108,Tue,Introductory,2020,0,5,1,1,0,1,1,0
Fall,MALE,12,2.75,155,0.57,Tue,Introductory,2020,0,38,1,1,0,1,0,1
Fall,MALE,14,3.285,104,0.785,Tue,Introductory,2018,0,4,1,0,0,1,0,1
Fall,FEMALE,11,3.5,133,0.528,Tue,Intermediate,2019,0,19,1,0,0,1,0,1
Fall,MALE,21,4,132,4,Tue,Introductory,2020,0,28,1,0,0,1,0,1
Fall,MALE,12,2.5,78,-0.049,Tue,Intermediate,2018,1,1,1,0,1,1,0,1
Fall,MALE,13,2.923,153,0.011,Tue,Advanced,2018,0,3,0,0,0,1,0,1
Fall,MALE,15,4,126,0.109,Tue,Intermediate,2020,0,4,1,0,0,1,0,1
Fall,MALE,16,4,123,0,Tue,Intermediate,2021,0,4,1,0,0,1,0,1
Fall,MALE,16,4,107,0.381,Tue,Intermediate,2021,0,9,1,0,0,1,0,1
Fall,MALE,16,3.25,107,0.431,Tue,Graduate,2021,0,2,1,1,0,1,0,1
Fall,FEMALE,21,2.75,36,-0.5,Tue,Introductory,2018,1,1,0,1,0,1,0,1
Fall,FEMALE,18,4,44,0.6,Tue,Introductory,2018,1,1,1,1,0,1,0,1
Fall,FEMALE,18,2,19,-0.315,Tue,Introductory,2018,1,2,1,1,0,1,0,1
Fall,MALE,16,3.25,132,-0.416,Tue,Advanced,2020,0,10,1,1,0,1,0,1
Fall,FEMALE,19,3.25,118,0.62,Tue,Introductory,2018,0,1,1,1,0,1,0,1
Fall,MALE,11,3.076,131,0.121,Tue,Advanced,2018,0,21,0,1,0,1,0,1
Fall,FEMALE,18,3.8,122,0.128,Tue,Introductory,2020,0,30,1,1,0,1,0,1
Fall,MALE,15,3,123,0.181,Tue,Introductory,2020,0,3,1,1,0,1,0,1
Fall,MALE,6,1.5,43,-0.195,Tue,Intermediate,2018,1,2,0,0,1,1,0,1
Fall,MALE,12,3,147,0.907,Tue,Introductory,2018,0,15,0,1,0,1,0,1
Fall,MALE,12,2.5,133,-0.136,Wed,Intermediate,2018,0,7,0,0,0,1,0,0
Fall,MALE,11,3.076,131,0.121,Wed,Advanced,2018,0,21,0,1,0,1,0,0
Fall,FEMALE,14,3.636,115,-0.054,Wed,Introductory,2021,0,43,1,1,0,1,0,0
Fall,MALE,16,3.8,137,0.413,Wed,Introductory,2018,0,19,0,1,0,1,0,0
Fall,MALE,25,4,126,0.033,Wed,Introductory,2021,0,25,1,1,0,1,0,0
Fall,MALE,23,3.47,124,-0.093,Wed,Intermediate,2020,0,16,1,0,0,1,0,0
Fall,MALE,14,2.857,127,-0.134,Wed,Introductory,2021,0,2,1,0,0,1,0,0
Fall,FEMALE,16,4,125,0.166,Wed,Introductory,2021,0,1,1,0,0,1,0,0
Fall,MALE,14,3.571,135,0.346,Wed,Introductory,2020,0,6,1,0,0,1,0,0
Fall,FEMALE,19,3.25,133,0.371,Wed,Intermediate,2018,0,59,0,0,0,1,0,0
Fall,FEMALE,16,3.538,138,-0.033,Wed,Intermediate,2020,0,14,1,0,0,1,0,0
Fall,MALE,17,2.411,132,-0.589,Wed,Introductory,2021,0,34,1,0,0,1,0,0
Fall,MALE,16,3.625,108,0.11,Wed,Introductory,2021,0,4,1,0,0,1,0,0
Fall,MALE,14,2.2,131,-0.277,Wed,Introductory,2019,0,9,1,0,0,1,0,0
Fall,FEMALE,19,3.437,151,-0.063,Wed,Intermediate,2021,0,9,1,0,0,1,0,0
Fall,MALE,13,3.307,122,0.343,Wed,Intermediate,2020,0,12,1,0,0,1,1,0
Fall,FEMALE,15,4,151,0.771,Wed,Introductory,2018,0,2,0,1,0,1,1,0
Fall,MALE,16,3.263,30,-0.737,Wed,Advanced,2020,0,11,1,0,0,1,1,0
Fall,FEMALE,17,4,130,0.212,Wed,Advanced,2020,0,15,1,0,0,1,1,0
Fall,FEMALE,16,3.8,132,0.533,Wed,Advanced,2020,0,11,1,0,0,1,1,0
Fall,MALE,14,3.285,104,0.785,Wed,Introductory,2018,0,4,1,0,0,1,1,0
Fall,FEMALE,17,3.25,122,0.124,Wed,Advanced,2018,0,8,0,0,0,1,1,0
Fall,FEMALE,16,3.812,115,0.124,Wed,Introductory,2021,0,4,1,0,0,1,1,0
Fall,MALE,13,2.307,140,-0.453,Wed,Advanced,2019,0,10,1,0,0,1,1,0
Fall,MALE,15,3,132,0.087,Wed,Intermediate,2020,0,4,1,0,0,1,1,0
Fall,FEMALE,19,2,108,-0.716,Wed,Graduate,2020,0,27,1,1,0,1,1,0
Fall,FEMALE,12,2.25,55,0.174,Wed,Introductory,2018,1,6,1,1,0,1,1,0
Fall,MALE,20,4,132,0.212,Wed,Intermediate,2020,0,1,1,0,0,1,1,0
Fall,MALE,15,2.5,95,0.334,Wed,Introductory,2018,0,2,1,0,0,1,1,0
Fall,MALE,16,2.312,120,-0.769,Wed,Introductory,2021,0,6,1,0,0,1,1,0
Fall,MALE,12,2,108,-0.888,Wed,Intermediate,2021,0,37,1,0,0,1,1,0
Fall,FEMALE,18,3.4,133,0.137,Wed,Introductory,2020,0,8,1,0,0,1,1,0
Fall,FEMALE,16,3.437,111,0.114,Wed,Introductory,2021,0,8,1,0,0,1,1,0
Fall,FEMALE,14,3.571,49,0.275,Wed,Introductory,2018,1,9,1,0,0,1,1,0
Fall,FEMALE,16,3.307,109,0.307,Wed,Introductory,2021,0,39,1,0,0,1,1,0
Fall,FEMALE,16,3.769,31,-0.073,Wed,Introductory,2018,1,25,1,0,0,1,1,0
Fall,FEMALE,16,4,127,0,Wed,Intermediate,2021,0,29,1,0,0,1,1,0
Fall,MALE,13,3.538,125,0.151,Wed,Intermediate,2018,0,11,0,0,0,1,1,0
Fall,MALE,15,2.4,122,-0.061,Thu,Introductory,2019,0,1,1,1,0,1,0,0
Fall,FEMALE,15,4,30,0,Thu,Advanced,2021,0,16,1,0,0,1,0,0
Fall,FEMALE,17,3.588,9,-0.078,Thu,Advanced,2019,0,9,1,0,0,1,0,0
Fall,MALE,14,2.571,122,-0.19,Thu,Advanced,2018,0,10,0,0,0,1,0,0
Fall,FEMALE,17,3.272,114,0.198,Thu,Introductory,2021,0,2,1,1,0,1,0,0
Fall,MALE,14,2.2,131,-0.277,Thu,Introductory,2019,0,9,1,0,0,1,0,0
Fall,MALE,15,3.4,173,0.487,Thu,Introductory,2020,0,14,1,1,0,1,0,0
Fall,FEMALE,19,3.25,122,0.554,Thu,Introductory,2018,0,5,0,1,0,1,0,0
Fall,FEMALE,15,3,133,0.33,Thu,Introductory,2019,0,12,1,0,0,1,0,0
Fall,FEMALE,13,3.384,124,-0.616,Thu,Introductory,2021,0,1,1,0,0,1,1,0
Fall,FEMALE,14,3.785,143,0.213,Thu,Introductory,2021,0,34,1,0,0,1,1,0
Fall,FEMALE,17,3.294,138.5,0.284,Thu,Introductory,2021,0,30,1,0,0,1,1,0
Fall,MALE,15,2.933,129,-0.4,Thu,Introductory,2018,0,10,0,1,0,1,1,0
Fall,MALE,16,3.666,88,0.74,Thu,Intermediate,2021,0,17,1,0,0,1,1,0
Fall,FEMALE,15,4,122,0.272,Thu,Introductory,2019,0,1,1,0,0,1,1,0
Fall,MALE,13,3.538,125,0.151,Thu,Intermediate,2018,0,11,0,0,0,1,1,0
Fall,MALE,16,2.538,131,0.185,Thu,Intermediate,2019,0,11,1,0,0,1,1,0
Fall,MALE,15,3.111,110,0.606,Thu,Introductory,2021,0,53,1,0,0,1,1,0
Fall,MALE,16,2.312,120,-0.769,Thu,Introductory,2021,0,6,1,0,0,1,1,0
Fall,MALE,18,2.25,31,0.971,Thu,Introductory,2019,1,1,1,0,0,1,1,0
Fall,MALE,13,1.923,135,-0.688,Thu,Introductory,2019,0,1,1,1,0,1,1,0
Fall,FEMALE,16,4,127,0,Thu,Intermediate,2021,0,29,1,0,0,1,1,0
Fall,MALE,12,3,134,0.164,Thu,Intermediate,2019,0,11,1,0,0,1,1,0
Fall,FEMALE,14,2.666,99,0.503,Thu,Introductory,2019,0,2,1,0,0,1,1,0
Fall,MALE,17,2.411,132,-0.589,Thu,Introductory,2021,0,34,1,0,0,1,1,0
Fall,FEMALE,14,3.571,150,-0.089,Thu,Advanced,2018,0,3,0,0,0,1,1,0
Fall,MALE,18,3,126,0,Thu,Introductory,2020,0,2,1,0,0,1,1,0
Fall,FEMALE,14,3.571,150,-0.089,Fri,Introductory,2018,0,3,0,1,0,1,0,0
Fall,FEMALE,17,3.142,128,-0.059,Fri,Intermediate,2020,0,2,1,0,0,1,0,0
Fall,FEMALE,14,3.142,126,0.068,Fri,Intermediate,2018,0,1,0,0,0,1,0,0
Fall,MALE,16,3,121,0.22,Fri,Introductory,2021,0,31,1,1,0,1,0,0
Fall,FEMALE,17,3.272,114,0.198,Fri,Introductory,2021,0,2,1,1,0,1,0,0
Fall,MALE,12,3,147,0.907,Fri,Introductory,2018,0,15,0,1,0,1,0,0
Fall,MALE,13,3.538,125,0.151,Fri,Introductory,2018,0,11,0,1,0,1,1,0
Fall,MALE,15,2.933,129,-0.4,Fri,Introductory,2018,0,10,0,1,0,1,1,0
