Semester,Semester_Week,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Month,Hour_of_Day,Course_Level,Class_Standing_BGSU,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT
Spring 2017,5,59,FEMALE,15,3.5,126,-0.076,Wed,Feb,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,37,FEMALE,17,3.8,131,0.481,Wed,Feb,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,34,MALE,12,3,131,-0.534,Wed,Feb,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,107,MALE,13,3.076,86,0.041,Wed,Feb,14,Advanced,Junior,2017,0,TRUE,FALSE,FALSE
Spring 2017,5,129,MALE,15,2.4,134,-0.288,Wed,Feb,14,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,5,110,MALE,15,2.4,136,-0.493,Wed,Feb,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,62,FEMALE,18,2.533,127,-0.58,Wed,Feb,14,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,260,FEMALE,12,4,126,0.235,Wed,Feb,14,Advanced,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,80,FEMALE,12,2.25,40,0,Wed,Feb,14,Intermediate,Sophomore,2017,1,TRUE,FALSE,FALSE
Spring 2017,5,139,FEMALE,9,3.5,55,0.5,Wed,Feb,14,Advanced,Sophomore,2019,0,FALSE,FALSE,TRUE
Spring 2017,5,20,FEMALE,24,3.055,163,-0.242,Wed,Feb,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,43,FEMALE,17,2.529,133,-0.35,Wed,Feb,15,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,59,FEMALE,16,3.625,126,0.178,Wed,Feb,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,114,FEMALE,12,2,46,-0.516,Wed,Feb,15,Intermediate,Sophomore,2018,1,TRUE,FALSE,FALSE
Spring 2017,5,38,FEMALE,24,3.055,163,-0.242,Wed,Feb,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,88,MALE,15,3,134,0.164,Wed,Feb,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,355,MALE,14,2.785,108,0.108,Wed,Feb,15,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,50,MALE,15,3.111,122,-0.037,Wed,Feb,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,9,MALE,14,1.928,122,-1.092,Wed,Feb,15,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,27,FEMALE,12,3,128,-0.095,Wed,Feb,15,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,73,FEMALE,12,3.25,159.7,0.065,Wed,Feb,15,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,5,25,FEMALE,16,4,126,0,Wed,Feb,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,109,MALE,17,3,148,0.188,Wed,Feb,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,107,MALE,16,3.25,128,0.029,Wed,Feb,15,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,62,MALE,15,3.5,129,0.079,Wed,Feb,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,30,FEMALE,16,4,207,0.136,Wed,Feb,16,Advanced,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,29,FEMALE,14,3.142,126,-0.58,Wed,Feb,16,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,155,MALE,18,3.529,160,0.369,Wed,Feb,16,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,100,MALE,15,4,123,0.265,Wed,Feb,16,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,233,FEMALE,15,2.583,133,-0.389,Wed,Feb,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,84,FEMALE,14,3.461,150,0.182,Wed,Feb,16,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,10,MALE,15,3.666,123,0.096,Wed,Feb,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,72,MALE,12,2.5,118,0.061,Wed,Feb,16,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,80,FEMALE,10,1.571,66,-0.641,Wed,Feb,16,Introductory,Junior,2017,1,FALSE,TRUE,FALSE
Spring 2017,5,128,MALE,17,3.636,137,0.445,Wed,Feb,16,Advanced,Extended,2018,0,FALSE,FALSE,FALSE
Spring 2017,5,23,MALE,17,2,64,-0.322,Wed,Feb,17,Introductory,Junior,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,49,FEMALE,12,3.666,131,0.244,Wed,Feb,17,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,5,100,MALE,15,2.916,125,0.124,Wed,Feb,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,55,FEMALE,24,3.4,153,-0.031,Wed,Feb,17,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,40,FEMALE,15,3.2,125,-0.141,Wed,Feb,17,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,102,FEMALE,16,2.615,125,-0.393,Wed,Feb,17,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,72,FEMALE,11,2.545,133,-0.31,Wed,Feb,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,113,FEMALE,16,2.687,127,-0.217,Wed,Feb,17,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,170,FEMALE,17,2.857,27,0.149,Wed,Feb,17,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,66,MALE,16,1.75,125,-0.394,Wed,Feb,17,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,44,MALE,15,2.25,129,-0.789,Wed,Feb,17,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,142,MALE,12,2.857,147,-0.723,Wed,Feb,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,108,MALE,17,2.272,122,-0.681,Wed,Feb,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,66,FEMALE,16,2.916,79,-0.008,Wed,Feb,18,Introductory,Junior,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,47,MALE,12,2.166,93,-0.298,Wed,Feb,18,Introductory,Senior,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,196,FEMALE,15,3.8,123,-0.066,Wed,Feb,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,212,MALE,13,3.615,138,-0.201,Wed,Feb,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,12,MALE,9,3,98,0.375,Wed,Feb,18,Introductory,Senior,2018,0,FALSE,TRUE,FALSE
Spring 2017,5,53,MALE,12,4,122,0,Wed,Feb,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,42,MALE,12,2.5,118,0.061,Wed,Feb,19,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,52,MALE,9,3,126,-0.454,Wed,Feb,19,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,26,MALE,16,4,141,0,Wed,Feb,19,Intermediate,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,136,FEMALE,17,3.117,143,0.291,Wed,Feb,19,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,143,FEMALE,16,4,125,0.256,Wed,Feb,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,123,MALE,19,4,124,0.184,Wed,Feb,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,33,MALE,16,2.875,129,0.012,Wed,Feb,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,101,FEMALE,22,3.812,122,0.141,Wed,Feb,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,37,MALE,15,2.916,125,0.124,Wed,Feb,20,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,99,MALE,17,2,64,-0.322,Wed,Feb,20,Introductory,Junior,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,33,MALE,15,2.333,78,0.103,Wed,Feb,20,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,19,FEMALE,16,3.1,126,0.298,Wed,Feb,20,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,45,MALE,15,3.6,122,-0.08,Wed,Feb,20,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,82,FEMALE,12,2.222,125,-0.431,Wed,Feb,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,51,MALE,15,3.8,126,0.14,Wed,Feb,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,69,FEMALE,15,3.666,151,0.166,Wed,Feb,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,63,MALE,17,1.285,20,-1.143,Wed,Feb,20,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,18,MALE,15,2.6,127,0.086,Wed,Feb,21,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,41,MALE,9,3,126,-0.454,Thu,Feb,9,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,38,MALE,14,1.928,122,-1.092,Thu,Feb,10,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,71,FEMALE,10,2.7,125,-0.05,Thu,Feb,10,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,130,MALE,19,3.062,122,0.195,Thu,Feb,10,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,16,FEMALE,14,3.538,126,-0.065,Thu,Feb,11,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,389,MALE,16,3.625,130,0.005,Thu,Feb,11,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,72,MALE,17,3.529,124,-0.034,Thu,Feb,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,43,FEMALE,18,3.5,159,-0.084,Thu,Feb,11,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,88,FEMALE,21,4,125,0.077,Thu,Feb,11,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,69,FEMALE,16,2.812,147.5,-0.1,Thu,Feb,11,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,5,92,FEMALE,16,2.687,162,-0.738,Thu,Feb,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,83,MALE,14,2.642,104,-0.13,Thu,Feb,11,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,30,FEMALE,14,3,117,-0.281,Thu,Feb,11,Intermediate,Senior,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,66,MALE,12,3.25,123,0.125,Thu,Feb,11,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,76,MALE,10,2.333,139,-0.591,Thu,Feb,11,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,95,FEMALE,17,2.857,27,0.149,Thu,Feb,11,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,136,MALE,9,3,126,-0.454,Thu,Feb,11,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,52,MALE,12,2.75,123,-0.171,Thu,Feb,11,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,53,FEMALE,12,3,131,-0.445,Thu,Feb,11,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,81,FEMALE,14,3,117,-0.281,Thu,Feb,12,Introductory,Senior,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,83,FEMALE,16,4,142,0.312,Thu,Feb,12,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,128,MALE,12,2.555,122,0.001,Thu,Feb,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,22,MALE,14,2,133,-0.59,Thu,Feb,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,59,MALE,16,2.307,120,0.087,Thu,Feb,12,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,59,FEMALE,22,1.857,125,-0.749,Thu,Feb,12,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,41,FEMALE,17,2.857,27,0.149,Thu,Feb,13,Introductory,Freshman,2017,1,TRUE,FALSE,FALSE
Spring 2017,5,52,FEMALE,20,3.647,82,-0.033,Thu,Feb,13,Introductory,Junior,2017,0,TRUE,FALSE,FALSE
Spring 2017,5,148,FEMALE,15,3.333,134,-0.455,Thu,Feb,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,148,MALE,12,2.166,93,-0.298,Thu,Feb,13,Introductory,Senior,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,43,MALE,14,2.214,169.02,-0.695,Thu,Feb,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,122,MALE,17,3.666,45,1.01,Thu,Feb,13,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,19,FEMALE,17,3.714,122,0.154,Thu,Feb,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,16,FEMALE,15,4,157,0,Thu,Feb,13,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,67,FEMALE,19,3.769,125,-0.006,Thu,Feb,13,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,76,FEMALE,17,4,165,0,Thu,Feb,14,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,65,MALE,15,2.416,167,-0.609,Thu,Feb,14,Intermediate,Extended,2017,0,TRUE,TRUE,FALSE
Spring 2017,5,176,MALE,15,3.8,124,0.423,Thu,Feb,14,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,176,MALE,16,3.437,126,0.104,Thu,Feb,14,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,175,MALE,13,4,150.5,0.17,Thu,Feb,14,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,180,MALE,12,4,27,0,Thu,Feb,14,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,141,FEMALE,17,3,130,-0.336,Thu,Feb,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,128,MALE,14,4,162,0.058,Thu,Feb,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,81,FEMALE,17,4,125,0.2,Thu,Feb,14,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,29,FEMALE,13,1.5,143,-1.548,Thu,Feb,14,Introductory,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,5,19,MALE,17,3.823,124,0.502,Thu,Feb,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,91,MALE,12,2.333,28,0.278,Thu,Feb,14,Advanced,Freshman,2018,1,TRUE,TRUE,FALSE
Spring 2017,5,58,FEMALE,16,2.937,155,-0.012,Thu,Feb,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,249,MALE,12,2.5,118,0.061,Thu,Feb,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,47,MALE,13,4,145,0.616,Thu,Feb,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,32,FEMALE,14,3.071,77,0.315,Thu,Feb,15,Introductory,Junior,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,32,FEMALE,17,2.187,105,-0.287,Thu,Feb,15,Introductory,Senior,2018,0,FALSE,TRUE,FALSE
Spring 2017,5,238,MALE,17,2,64,-0.322,Thu,Feb,15,Introductory,Junior,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,159,MALE,12,2.666,163,-0.094,Thu,Feb,15,Introductory,Extended,2017,0,FALSE,TRUE,FALSE
Spring 2017,5,69,MALE,17,3,148,0.188,Thu,Feb,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,39,FEMALE,16,3.687,133,-0.073,Thu,Feb,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,21,FEMALE,16,3.437,130,-0.296,Thu,Feb,15,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,24,MALE,15,2.533,133,0.029,Thu,Feb,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,51,FEMALE,18,2.888,128,0.03,Thu,Feb,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,130,FEMALE,15,3.666,151,0.166,Thu,Feb,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,183,FEMALE,18,3.133,125,-0.867,Thu,Feb,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,148,FEMALE,13,3.5,123,-0.166,Thu,Feb,16,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,54,FEMALE,16,3.187,124,-0.575,Thu,Feb,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,37,FEMALE,15,3.214,154,-0.192,Thu,Feb,16,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,27,MALE,14,2.785,108,0.108,Thu,Feb,16,Advanced,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,44,MALE,10,3.333,133,0.039,Thu,Feb,16,Intermediate,Extended,2017,0,TRUE,FALSE,TRUE
Spring 2017,5,139,FEMALE,17,2.529,133,-0.35,Thu,Feb,16,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,208,FEMALE,18,3.5,143,0.055,Thu,Feb,16,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,65,FEMALE,17,3.785,138,0.064,Thu,Feb,16,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,93,FEMALE,15,3.2,125,-0.141,Thu,Feb,16,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,111,MALE,19,3.631,144,0.223,Thu,Feb,16,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,48,FEMALE,14,3,138,0.412,Thu,Feb,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,52,FEMALE,16,1.733,129,-0.892,Thu,Feb,16,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,51,FEMALE,19,3.388,142,-0.1,Thu,Feb,16,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,32,FEMALE,15,3.5,160,-0.3,Thu,Feb,16,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,31,FEMALE,15,3.333,137,0.013,Thu,Feb,16,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,31,FEMALE,16,3.666,147,-0.267,Thu,Feb,16,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,20,FEMALE,15,2.583,133,-0.389,Thu,Feb,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,47,FEMALE,14,3,87,0.27,Thu,Feb,17,Advanced,Junior,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,177,FEMALE,13,2.8,123,-0.752,Thu,Feb,17,Intermediate,Extended,2019,0,FALSE,FALSE,TRUE
Spring 2017,5,93,MALE,17,2.272,122,-0.681,Thu,Feb,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,37,MALE,15,3.111,122,-0.037,Thu,Feb,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,124,MALE,12,4,27,0,Thu,Feb,17,Intermediate,Freshman,2017,1,TRUE,FALSE,FALSE
Spring 2017,5,142,MALE,11,2.666,131,0.134,Thu,Feb,18,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,58,FEMALE,16,2.937,155,-0.012,Thu,Feb,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,112,MALE,15,2.4,125,-0.944,Thu,Feb,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,71,MALE,15,3.333,120,0.603,Thu,Feb,18,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,115,FEMALE,19,3.105,122,-0.253,Thu,Feb,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,209,MALE,15,3.5,129,0.079,Thu,Feb,18,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,48,MALE,15,2.4,173.04,-0.651,Thu,Feb,18,Intermediate,Extended,2017,0,TRUE,FALSE,FALSE
Spring 2017,5,53,MALE,14,2.437,131,-0.311,Thu,Feb,18,Intermediate,Extended,2017,0,TRUE,FALSE,TRUE
Spring 2017,5,63,MALE,15,3.8,126,0.14,Thu,Feb,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,73,FEMALE,24,3.055,163,-0.242,Thu,Feb,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,95,FEMALE,18,4,59,0.62,Thu,Feb,19,Introductory,Sophomore,2018,1,TRUE,TRUE,FALSE
Spring 2017,5,62,FEMALE,12,2.222,125,-0.431,Thu,Feb,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,56,MALE,15,2.866,149,0.385,Thu,Feb,19,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,102,MALE,13,3,136,0.008,Thu,Feb,19,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,84,FEMALE,17,3.785,138,0.064,Thu,Feb,19,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Spring 2017,5,144,MALE,18,4,169,0.024,Thu,Feb,19,Intermediate,Extended,2017,0,TRUE,FALSE,TRUE
Spring 2017,5,14,MALE,11,3,140,0.24,Thu,Feb,19,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Spring 2017,5,62,FEMALE,19,3.692,125,0.579,Thu,Feb,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,76,FEMALE,17,2.529,133,-0.35,Thu,Feb,20,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,109,MALE,15,2.916,125,0.124,Thu,Feb,20,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,66,MALE,15,2.6,127,0.086,Thu,Feb,20,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,22,MALE,9,3,98,0.375,Thu,Feb,20,Introductory,Senior,2018,0,FALSE,TRUE,FALSE
Spring 2017,5,38,MALE,15,3.8,128,0.246,Thu,Feb,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,45,MALE,16,2.6,141,-0.145,Thu,Feb,20,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,49,FEMALE,17,2.857,27,0.149,Thu,Feb,21,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,28,FEMALE,13,3.23,35,0.162,Fri,Feb,8,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Spring 2017,5,58,FEMALE,19,3.105,122,-0.253,Fri,Feb,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,50,MALE,15,3,119,-0.105,Fri,Feb,10,Intermediate,Senior,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,64,MALE,9,3,126,-0.454,Fri,Feb,10,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,147,FEMALE,18,2.294,77,0.616,Fri,Feb,10,Introductory,Junior,2018,0,FALSE,TRUE,FALSE
Spring 2017,5,78,MALE,15,2.428,111,-0.25,Fri,Feb,10,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,60,MALE,15,3.666,123,0.096,Fri,Feb,11,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,57,MALE,12,2.5,118,0.061,Fri,Feb,11,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,44,FEMALE,13,2.5,167.5,-0.5,Fri,Feb,12,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,86,FEMALE,17,3,130,-0.336,Fri,Feb,13,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,97,MALE,12,2.333,28,0.278,Fri,Feb,13,Advanced,Freshman,2018,1,TRUE,TRUE,FALSE
Spring 2017,5,54,MALE,14,2.785,108,0.108,Fri,Feb,13,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Spring 2017,5,47,FEMALE,16,4,140,0.091,Fri,Feb,13,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,42,FEMALE,19,4,154,0.606,Fri,Feb,13,Introductory,Extended,2018,0,FALSE,FALSE,FALSE
Spring 2017,5,49,MALE,14,2.615,131,0.138,Fri,Feb,13,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,56,MALE,15,3,120,-0.38,Fri,Feb,14,Introductory,Senior,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,30,FEMALE,14,3,138,0.412,Fri,Feb,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Spring 2017,5,26,FEMALE,14,1.272,149,-0.98,Fri,Feb,14,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,16,FEMALE,18,3.133,125,-0.867,Fri,Feb,14,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Spring 2017,5,52,MALE,18,4,138,0.069,Fri,Feb,14,Intermediate,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,32,MALE,13,3.769,128,0.181,Fri,Feb,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,132,FEMALE,14,3,157,-0.082,Fri,Feb,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Spring 2017,5,79,MALE,12,2.25,136,-0.47,Fri,Feb,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Spring 2017,5,77,FEMALE,9,2,126,-0.825,Fri,Feb,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Spring 2017,5,45,FEMALE,18,2.533,127,-0.58,Fri,Feb,14,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Spring 2017,5,52,MALE,12,0.75,129,-1.286,Fri,Feb,15,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
