Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Month,Hour_of_Day,Course_Level,Class_Standing_BGSU,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT
Fall 2017,15,FEMALE,21,2.333,49,0.467,Mon,Nov,13,Advanced,Sophomore,2019,1,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,13,2.307,119,-0.624,Mon,Nov,13,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,20,4,123,0.112,Mon,Nov,13,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,16,3.812,130,0.277,Mon,Nov,13,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,17,3.529,136,-0.009,Mon,Nov,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,13,3.23,104,-0.138,Mon,Nov,14,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,21,4,132,4,Mon,Nov,14,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,16,3.5,86,0.756,Mon,Nov,14,Intermediate,Junior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,12,3.75,125.36,0.644,Mon,Nov,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,15,FEMALE,18,3.8,122,0.128,Mon,Nov,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,16,4,126,0.125,Mon,Nov,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,3,150,-0.279,Mon,Nov,14,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,19,3.625,123,0.022,Mon,Nov,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,19,3.1,65,0.575,Mon,Nov,14,Advanced,Junior,2018,1,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,18,3.461,140,0.053,Mon,Nov,14,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,3,3,132,-0.463,Mon,Nov,14,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,16,3.625,137,0.068,Mon,Nov,14,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,17,3.176,136,0.233,Mon,Nov,14,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,17,4,127,0.056,Mon,Nov,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,3,155,0.051,Mon,Nov,14,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,4,140,0,Mon,Nov,15,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,15,2,137,-0.396,Mon,Nov,15,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,17,3.588,98,0.631,Mon,Nov,15,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,1.6,107,-1.162,Mon,Nov,15,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,3.142,179,-0.133,Mon,Nov,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,16,4,127,0,Mon,Nov,15,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,18,3.5,153,0.11,Mon,Nov,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,16,3.812,125,0.345,Mon,Nov,15,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,15,2.933,146,-0.082,Mon,Nov,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,15,3.25,127,-0.168,Mon,Nov,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,14,3.357,138,-0.364,Mon,Nov,15,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,16,3.7,122,-0.3,Mon,Nov,15,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,18,3.6,112,0.35,Mon,Nov,15,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,16,3.312,122,0.122,Mon,Nov,15,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,15,2.4,107,-0.885,Mon,Nov,15,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,18,3.47,114,-0.215,Mon,Nov,15,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,19,3.076,84,0.29,Mon,Nov,16,Advanced,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,13,2.692,133,-0.347,Mon,Nov,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,1.6,107,-1.162,Mon,Nov,16,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,14,1.642,128,-0.602,Mon,Nov,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,13,3.076,125,0.068,Mon,Nov,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,16,3.812,122,0.132,Mon,Nov,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,18,3.4,181,-0.021,Mon,Nov,16,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.062,111,0.201,Mon,Nov,16,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,14,3.142,127,0.384,Mon,Nov,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,19,3.647,183,-0.035,Mon,Nov,16,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,12,2,108,-0.888,Mon,Nov,16,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,16,3.625,122,0.242,Mon,Nov,17,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,12,3,146,0.02,Mon,Nov,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,15,3,155,0.051,Mon,Nov,17,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,2.75,122,-0.17,Mon,Nov,17,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,2.5,71,-0.25,Mon,Nov,17,Intermediate,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2017,15,MALE,20,4,122,0.674,Mon,Nov,17,Introductory,Extended,2018,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,3,134,0.67,Mon,Nov,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,12,2.25,140,-0.173,Mon,Nov,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,20,4,123,0.112,Mon,Nov,17,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,13,3.571,161.34,0.127,Mon,Nov,17,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,16,1.437,77,-1.356,Mon,Nov,17,Intermediate,Junior,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,19,2.375,42,0.042,Mon,Nov,17,Introductory,Sophomore,2018,1,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.5,156,0.347,Mon,Nov,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,14,3.785,143,0.213,Mon,Nov,17,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,18,3,40,0.334,Mon,Nov,17,Introductory,Sophomore,2018,1,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,16,3.812,141,0.274,Mon,Nov,17,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,17,3.285,131,-0.337,Mon,Nov,17,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,16,3.187,125,-0.197,Mon,Nov,17,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,4,30,0,Mon,Nov,18,Advanced,Sophomore,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,2.666,160,-0.369,Mon,Nov,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,2.571,122,-0.19,Mon,Nov,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,20,3,130,0.169,Mon,Nov,18,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,13,3.23,104,-0.138,Mon,Nov,18,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,17,3.588,9,-0.078,Mon,Nov,18,Advanced,Freshman,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,17,3.214,125,0.351,Mon,Nov,18,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,4,4,191,0,Mon,Nov,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,16,3.375,62,-0.065,Mon,Nov,18,Introductory,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,13,3,153,-0.431,Mon,Nov,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,17,3.588,133,-0.124,Mon,Nov,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,13,4,123,0.115,Mon,Nov,19,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,16,3.187,125,-0.197,Mon,Nov,19,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,19,3.437,122,0.337,Mon,Nov,19,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,12,2.25,140,-0.173,Mon,Nov,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,17,3.47,123,-0.012,Mon,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,12,2.166,132,-0.504,Mon,Nov,19,Advanced,Extended,2018,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,17,3.187,156,-0.255,Mon,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,18,4,131,0,Mon,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,14,3.142,137,0.621,Mon,Nov,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,16,4,122,0,Mon,Nov,19,Advanced,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,20,0,15,-1.076,Mon,Nov,19,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,15,FEMALE,18,3.5,153,0.11,Mon,Nov,19,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,16,4,122,0,Mon,Nov,19,Advanced,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,19,3.684,125,0.343,Mon,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,18,3.6,133,-0.16,Mon,Nov,19,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,17,4,62,0,Mon,Nov,19,Intermediate,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,3.363,126,-0.201,Mon,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,15,3.2,138,-0.122,Mon,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,18,2.866,157,-0.216,Mon,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,13,3,153,-0.431,Mon,Nov,20,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,14,3.09,132,-0.149,Mon,Nov,21,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.625,124,0.304,Tue,Nov,8,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,12,3.75,125.36,0.644,Tue,Nov,8,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,15,MALE,15,1.5,12,-0.833,Tue,Nov,9,Advanced,Freshman,2018,1,FALSE,TRUE,FALSE
Fall 2017,15,MALE,17,3.437,128,-0.151,Tue,Nov,9,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,15,2.2,128,-0.136,Tue,Nov,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,19,3.4,122,-0.29,Tue,Nov,9,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,15,3.111,110,0.606,Tue,Nov,9,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,16,3.437,133,0.58,Tue,Nov,9,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,19,4,113,0,Tue,Nov,10,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,18,3.5,129,0.48,Tue,Nov,10,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,15,FEMALE,23,3.117,111,0.127,Tue,Nov,10,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,24,3.6,149,0.121,Tue,Nov,10,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,12,2.615,108,-0.062,Tue,Nov,10,Advanced,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,10,2.75,143,0.133,Tue,Nov,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,15,FEMALE,14,1.818,99,-0.477,Tue,Nov,11,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,12,3,146,0.02,Tue,Nov,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,17,4,127,0.056,Tue,Nov,11,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,17,2.058,148,-0.014,Tue,Nov,12,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,27,3.333,167,-0.133,Tue,Nov,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,13,2.692,133,-0.347,Tue,Nov,12,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,11,2.909,132,0.239,Tue,Nov,12,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,17,3.142,131,-0.108,Tue,Nov,12,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,19,4,112,0.794,Tue,Nov,12,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,15,3.333,110,-0.229,Tue,Nov,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.062,111,0.201,Tue,Nov,12,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,16,3.312,122,0.122,Tue,Nov,12,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.625,124,0.304,Tue,Nov,13,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,18,3.4,129,-0.433,Tue,Nov,13,Advanced,Extended,2019,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,12,3,151,-0.25,Tue,Nov,13,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,20,2.75,111,-0.361,Tue,Nov,13,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,15,1.777,24,0.162,Tue,Nov,13,Introductory,Freshman,2018,1,FALSE,FALSE,FALSE
Fall 2017,15,MALE,17,3.823,128,0.132,Tue,Nov,13,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,13,2.076,130,-0.8,Tue,Nov,13,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,20,3.55,171,-0.45,Tue,Nov,13,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,12,2.166,132,-0.504,Tue,Nov,13,Advanced,Extended,2018,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,17,3.187,156,-0.255,Tue,Nov,13,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,13,3,123,-0.067,Tue,Nov,13,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,17,3.823,126,-0.063,Tue,Nov,13,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,6,3,195,0.03,Tue,Nov,13,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,13,2.692,133,-0.347,Tue,Nov,13,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,17,3.529,136,-0.009,Tue,Nov,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,14,3.357,123,-0.026,Tue,Nov,13,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,12,2.75,155,0.57,Tue,Nov,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,14,1,106,-1.852,Tue,Nov,14,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.437,117,0.449,Tue,Nov,14,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,14,3.357,142,-0.331,Tue,Nov,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,20,3.294,138,0.272,Tue,Nov,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,19,3.25,123,-0.301,Tue,Nov,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,6,3.5,78,0.247,Tue,Nov,14,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.437,136,0.251,Tue,Nov,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,16,3.769,125,-0.231,Tue,Nov,14,Intermediate,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,1,4,122,1.127,Tue,Nov,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,14,1.888,129,-0.478,Tue,Nov,14,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.8,137,0.413,Tue,Nov,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2017,15,FEMALE,16,2.9,105,-0.272,Tue,Nov,14,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,19,4,159,0.138,Tue,Nov,14,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,18,4,111,0,Tue,Nov,14,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,13,3.076,129,0.037,Tue,Nov,14,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,2.4,125,-0.206,Tue,Nov,15,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,17,3.764,133,-0.086,Tue,Nov,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,14,2.5,130,0.214,Tue,Nov,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,13,2.307,119,-0.624,Tue,Nov,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,17,3.437,128,-0.151,Tue,Nov,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,14,3.636,115,-0.054,Tue,Nov,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,20,0,15,-1.076,Tue,Nov,15,Introductory,Freshman,2018,1,TRUE,TRUE,FALSE
Fall 2017,15,MALE,16,4,107,0.263,Tue,Nov,15,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,15,1.777,24,0.162,Tue,Nov,15,Introductory,Freshman,2018,1,FALSE,FALSE,FALSE
Fall 2017,15,MALE,19,3.705,123,0.052,Tue,Nov,16,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,13,1,55,-1.088,Tue,Nov,16,Introductory,Sophomore,2018,1,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,13,2.333,88,-0.353,Tue,Nov,16,Advanced,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,17,3.588,124,-0.24,Tue,Nov,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,25,4,126,0.033,Tue,Nov,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,14,0.692,23,-0.391,Tue,Nov,16,Advanced,Freshman,2018,1,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.625,133,0.121,Tue,Nov,16,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,20,4,132,0.079,Tue,Nov,16,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,15,3.111,110,0.606,Tue,Nov,16,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,15,2.2,122,-0.705,Tue,Nov,16,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,19,3.4,125,0.132,Tue,Nov,16,Introductory,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,16,2.538,60,0.021,Tue,Nov,17,Introductory,Junior,2018,1,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,27,3.333,167,-0.133,Tue,Nov,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,15,2.933,146,-0.082,Tue,Nov,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,18,3.6,133,0.077,Tue,Nov,17,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,16,3.6,123,0.03,Tue,Nov,17,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,3,150,-0.279,Tue,Nov,17,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,14,1,106,-1.852,Tue,Nov,17,Advanced,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,14,1.642,128,-0.602,Tue,Nov,17,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,15,2.2,122,-0.705,Tue,Nov,17,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,20,3,130,0.169,Tue,Nov,17,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,14,3.142,137,0.621,Tue,Nov,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,14,2.785,126,-1.215,Tue,Nov,18,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,14,3.214,122,-0.406,Tue,Nov,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,2.714,137,-0.31,Tue,Nov,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,26,3.785,128,0.01,Tue,Nov,18,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,3.785,126,-0.19,Tue,Nov,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,16,4,157,0,Tue,Nov,18,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,13,3.153,122,-0.504,Tue,Nov,18,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,16,3.5,125,0.14,Tue,Nov,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,16,3.5,156,0.347,Tue,Nov,18,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,2.75,122,-0.25,Tue,Nov,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,19,4,159,0.138,Tue,Nov,18,Advanced,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,2.312,120,0.092,Tue,Nov,18,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,15,2.933,146,-0.082,Tue,Nov,18,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,14,2.928,141,-0.24,Tue,Nov,18,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,14,3.363,126,-0.201,Tue,Nov,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,FEMALE,17,3.47,27,-0.387,Tue,Nov,19,Advanced,Freshman,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,18,3.8,199,-0.125,Tue,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,17,3.823,126,-0.063,Tue,Nov,19,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2017,15,MALE,12,2.25,140,-0.173,Tue,Nov,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,12,2.25,55,0.174,Tue,Nov,19,Introductory,Sophomore,2018,1,FALSE,TRUE,FALSE
Fall 2017,15,FEMALE,17,3.588,133,-0.124,Tue,Nov,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2017,15,MALE,16,2.5,122,-0.415,Tue,Nov,19,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,13,2.333,88,-0.353,Tue,Nov,19,Introductory,Junior,2021,0,FALSE,FALSE,FALSE
Fall 2017,15,FEMALE,15,3.8,73,1.006,Tue,Nov,19,Introductory,Junior,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,4,136,0,Tue,Nov,19,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2017,15,MALE,16,3.8,137,0.413,Tue,Nov,19,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
